timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,score_ear,score_perclos,score_blink,score_pose,score_yawn,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
9.934,1,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,99.0,1.08,0.037,0,NOMINAL
10.03,2,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,98.03,1.16,0.039,0,NOMINAL
10.063,3,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,97.1,1.23,0.041,0,NOMINAL
10.095,4,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,96.2,1.3,0.044,0,NOMINAL
10.146,5,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,95.32,1.37,0.046,0,NOMINAL
10.174,6,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,100.0,100.0,94.48,1.44,0.049,0,NOMINAL
10.242,7,1,0.2642,0.2642,0.446,0,7890.38,-21505.13,59999.78,0.0016,-0.0074,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,93.5,1.52,0.052,0,NOMINAL
10.275,8,1,0.26,0.2601,0.4481,0,7715.97,-21294.09,60312.21,0.0381,-0.0224,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,92.55,1.6,0.055,0,NOMINAL
10.302,9,1,0.2713,0.2657,0.4464,0,7481.08,-21030.31,60753.47,0.0459,-0.03,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,91.63,1.67,0.059,0,NOMINAL
10.324,10,1,0.2722,0.2679,0.449,0,7556.03,-21545.93,60540.27,0.0288,-0.029,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,90.74,1.74,0.062,0,NOMINAL
10.342,11,1,0.2694,0.2683,0.4519,0,7998.1,-21697.16,59901.4,0.0306,-0.0396,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,89.88,1.81,0.065,0,NOMINAL
10.364,12,1,0.2748,0.2697,0.4472,0,7541.84,-21195.2,60455.46,0.0516,-0.0377,0.0,0.0,0.0,0,0.0,0,100.0,100.0,0.0,0.0,100.0,89.05,1.88,0.069,0,NOMINAL
