timestamp_s,frame,face_detected,ear,ear_smooth,mar,eye_closed,pitch,yaw,roll,gaze_x,gaze_y,perclos,blink_rate,blink_duration_ms,microsleep_count,microsleep_dur_ms,yawn_count_recent,light_intensity,glare_severity,is_glare_detected,score_ear,score_perclos,score_blink,score_pose,score_yawn,score_glare,attention_score,kss_estimate,fatigue_probability,alert_level,alert_label
14.258,70,1,0.4073,0.399,0.4602,0,11867.63,-22308.06,47290.88,0.0578,-0.0931,0.0,0.0,0.0,0,0.0,0,40.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,71.25,3.3,0.195,0,NOMINAL
14.291,71,1,0.4145,0.4009,0.46,0,11937.68,-22320.29,47238.12,0.0499,-0.0907,0.0,0.0,0.0,0,0.0,0,56.2,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,71.17,3.31,0.196,0,NOMINAL
14.323,72,1,0.4155,0.4026,0.4607,0,12116.37,-22368.82,47033.75,0.0526,-0.0894,0.0,0.0,0.0,0,0.0,0,41.4,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,71.1,3.31,0.197,0,NOMINAL
14.354,73,1,0.3953,0.4018,0.4548,0,11366.26,-22015.67,47626.5,0.0669,-0.097,0.0,0.0,0.0,0,0.0,0,50.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,71.03,3.32,0.198,0,NOMINAL
14.39,74,1,0.3791,0.399,0.4579,0,11664.23,-22340.33,47330.7,0.0716,-0.0955,0.0,0.0,0.0,0,0.0,0,44.2,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.96,3.32,0.198,0,NOMINAL
14.42,75,1,0.337,0.3915,0.4578,0,11734.86,-22598.09,47545.07,0.0371,-0.0855,0.0,0.0,0.0,0,0.0,0,116.9,61.9,1,100.0,100.0,0.0,0.0,100.0,38.1,70.59,3.35,0.202,0,NOMINAL
14.453,76,1,0.2055,0.369,0.4562,0,11965.69,-22982.69,46870.98,-0.0503,0.0041,0.0,0.0,0.0,0,0.0,0,50.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.53,3.36,0.203,0,NOMINAL
14.485,77,1,0.1581,0.3435,0.4591,0,11644.59,-22572.34,47123.82,-0.0458,0.0072,0.0,0.0,0.0,0,0.0,0,50.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.48,3.36,0.203,0,NOMINAL
14.516,78,1,0.1326,0.3179,0.4591,0,10960.06,-22216.52,47618.46,-0.0485,0.0271,0.0,0.0,0.0,0,0.0,0,47.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.43,3.37,0.204,0,NOMINAL
14.547,79,1,0.1813,0.3014,0.4605,0,11883.03,-23112.66,47124.94,-0.0298,-0.0057,0.0,0.0,0.0,0,0.0,0,47.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.38,3.37,0.204,0,NOMINAL
14.598,80,1,0.2576,0.2961,0.4544,0,11407.03,-22728.02,47920.13,-0.05,-0.0396,0.0,0.0,0.0,0,0.0,0,42.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.34,3.37,0.205,0,NOMINAL
14.63,81,1,0.354,0.3031,0.4297,0,11482.68,-23192.52,48131.64,0.1157,-0.1139,0.0,0.0,0.0,0,0.0,0,45.7,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.29,3.38,0.205,0,NOMINAL
14.666,82,1,0.421,0.3174,0.4184,0,9385.27,20260.3,63846.16,0.1269,-0.0619,0.0,0.0,0.0,0,0.0,0,56.5,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.25,3.38,0.206,0,NOMINAL
14.693,83,1,0.367,0.3234,0.4299,0,10259.44,-20831.37,50690.64,-0.037,-0.1105,0.0,0.0,0.0,0,0.0,0,47.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.21,3.38,0.206,0,NOMINAL
14.72,84,1,0.2581,0.3155,0.4286,0,10971.21,-21438.42,48597.18,0.0552,-0.1237,0.0,0.0,0.0,0,0.0,0,44.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.17,3.39,0.207,0,NOMINAL
14.759,85,1,0.2189,0.3038,0.4317,0,14820.6,-24283.44,44420.6,-0.1717,0.064,0.0,0.0,0.0,0,0.0,0,47.0,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.13,3.39,0.207,0,NOMINAL
14.785,86,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,46.3,0.0,0,100.0,100.0,0.0,100.0,100.0,100.0,70.13,3.39,0.207,0,NOMINAL
14.826,87,1,0.3148,0.3051,0.4627,0,12342.8,24150.73,-57198.86,0.2213,-0.1537,0.0,0.0,0.0,0,0.0,0,44.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.09,3.39,0.208,0,NOMINAL
14.854,88,1,0.3058,0.3052,0.4596,0,11350.64,24817.48,-57651.06,0.1815,-0.1103,0.0,0.0,0.0,0,0.0,0,56.5,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.05,3.4,0.208,0,NOMINAL
14.886,89,1,0.2974,0.3043,0.4568,0,11522.03,24905.55,-56991.69,0.1094,-0.1273,0.0,0.0,0.0,0,0.0,0,58.4,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,70.02,3.4,0.208,0,NOMINAL
14.917,90,1,0.3242,0.3067,0.4567,0,10962.68,24572.79,-57034.72,0.1137,-0.1187,0.0,0.0,0.0,0,0.0,0,41.7,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.98,3.4,0.209,0,NOMINAL
14.948,91,1,0.3396,0.3107,0.4599,0,10464.88,23965.27,-57347.68,0.107,-0.0664,0.0,0.0,0.0,0,0.0,0,44.4,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.95,3.4,0.209,0,NOMINAL
14.978,92,1,0.3636,0.3171,0.4582,0,10170.36,23772.03,-57537.64,0.1253,-0.0539,0.0,0.0,0.0,0,0.0,0,94.6,6.6,1,100.0,100.0,0.0,0.0,100.0,93.4,69.89,3.41,0.21,0,NOMINAL
15.029,93,1,0.3529,0.3214,0.46,0,10567.86,23980.93,-57112.18,0.1077,-0.0559,0.0,0.0,0.0,0,0.0,0,56.0,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.86,3.41,0.21,0,NOMINAL
15.061,94,1,0.3296,0.3224,0.4598,0,11249.38,24343.72,-56463.48,0.1108,-0.0577,0.0,0.0,0.0,0,0.0,0,43.0,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.83,3.41,0.211,0,NOMINAL
15.089,95,1,0.347,0.3254,0.4568,0,10695.17,24104.74,-57126.81,0.119,-0.0548,0.0,0.0,0.0,0,0.0,0,51.1,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.8,3.42,0.211,0,NOMINAL
15.122,96,1,0.3561,0.3291,0.4582,0,11378.49,24572.36,-56267.63,0.1152,-0.0643,0.0,0.0,0.0,0,0.0,0,47.4,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.77,3.42,0.211,0,NOMINAL
15.157,97,1,0.3792,0.3351,0.4621,0,11496.75,24324.66,-56211.14,0.1039,-0.0557,0.0,0.0,0.0,0,0.0,0,43.0,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.75,3.42,0.211,0,NOMINAL
15.192,98,1,0.3431,0.3361,0.4602,0,11873.02,24546.96,-55850.75,0.1152,-0.0371,0.0,0.0,0.0,0,0.0,0,101.0,21.8,1,100.0,100.0,0.0,0.0,100.0,78.2,69.61,3.43,0.213,0,NOMINAL
15.224,99,1,0.3477,0.3375,0.4602,0,11274.81,23751.26,-56571.54,0.1344,-0.0547,0.0,0.0,0.0,0,0.0,0,51.8,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.59,3.43,0.213,0,NOMINAL
15.25,100,1,0.3527,0.3394,0.457,0,10974.93,24215.44,-56688.29,0.124,-0.0555,0.0,0.0,0.0,0,0.0,0,41.7,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.57,3.43,0.213,0,NOMINAL
15.281,101,1,0.34,0.3394,0.4589,0,10859.36,24013.2,-56938.22,0.1258,-0.0528,0.0,0.0,0.0,0,0.0,0,49.5,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.55,3.44,0.214,0,NOMINAL
15.317,102,1,0.3505,0.3408,0.4593,0,10513.0,23913.65,-57336.04,0.1217,-0.0516,0.0,0.0,0.0,0,0.0,0,46.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.54,3.44,0.214,0,NOMINAL
15.345,103,1,0.3533,0.3423,0.4583,0,10747.32,24147.64,-56993.5,0.1138,-0.0504,0.0,0.0,0.0,0,0.0,0,60.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.52,3.44,0.214,0,NOMINAL
15.378,104,1,0.3523,0.3435,0.4591,0,11159.75,24562.87,-56390.73,0.0209,-0.049,0.0,0.0,0.0,0,0.0,0,120.6,69.4,1,100.0,100.0,0.0,0.0,100.0,30.6,69.15,3.47,0.218,0,NOMINAL
15.412,105,1,0.3475,0.344,0.4613,0,11474.85,24057.7,-56585.55,-0.0293,-0.0457,0.0,0.0,0.0,0,0.0,0,50.6,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.15,3.47,0.218,0,NOMINAL
15.458,106,1,0.3591,0.3458,0.459,0,11525.84,23942.74,-56527.26,-0.0291,-0.0422,0.0,0.0,0.0,0,0.0,0,50.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.14,3.47,0.218,0,NOMINAL
15.495,107,1,0.3659,0.3483,0.4569,0,11431.94,24214.68,-56411.32,-0.0436,-0.0402,0.0,0.0,0.0,0,0.0,0,47.9,0.0,0,100.0,100.0,0.0,0.0,100.0,100.0,69.14,3.47,0.218,0,NOMINAL
